ST-CD	YEAR	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC	ANNUAL
PA-08	1996	6.06	2.66	4.28	3.11	5.08	5.15	6.19	3	9.3	3.94	3.36	4.39	56.54
PA-08	1997	2.06	1.86	4.33	1.1	4.65	3.4	2.37	4.55	3.78	1.31	8.72	2.21	40.33
PA-08	1998	3.9	4.37	3.12	6.01	4.34	5.13	3.18	2.54	1.78	2.11	0.63	0.95	38.07
PA-08	1999	5.33	1.45	3.95	5.07	1.97	2.6	2.28	4.11	4.14	2.1	3.38	2	38.38
PA-08	2000	1.41	2.87	2.91	4.4	4.73	4.15	2.98	3.42	3.25	2.23	2.19	2.1	36.65
PA-08	2001	1.93	1	3.57	3.25	2.66	3.75	2.4	2.81	2.59	1.4	1.8	2.28	29.43
PA-08	2002	1.7	0.98	3.98	3.98	5.15	4.49	1.95	2.74	3.87	4.84	2.98	3.11	39.76
PA-08	2003	2.67	3.96	2.71	2.71	6.27	6.03	3.59	6.56	6.67	3.12	4.15	3.78	52.21
PA-08	2004	3.95	2.45	2.86	5.97	4.55	4.04	6.24	4.21	9.24	2.13	3.3	2.58	51.51
PA-08	2005	5.28	2.32	3.99	1.98	2.12	2.27	3.83	2.63	1	5.25	4.05	2.21	36.92
PA-08	2006	4.24	1.49	1.08	3.37	2.87	5.78	4.08	2.54	4.07	4.24	3.58	1.9	39.25
PA-08	2007	2.78	1.91	3.92	3.82	1.73	3.88	2.91	7.36	1.82	2.57	3.4	4.45	40.55
PA-08	2008	1.95	3.93	4.65	4.02	5.44	3.66	3.43	2.7	3.66	1.49	1.77	5.96	42.68
PA-08	2009	2.58	1.06	1.55	3.3	5.38	4.17	3.86	3.02	2.36	5.23	1.49	4.53	38.53
PA-08	2010	2.95	2.95	3.86	2.33	5.05	3.06	4.94	2.61	3.03	3.99	3.5	3.17	41.44
PA-08	2011	1.41	3.56	5.49	7.44	5.36	2.15	2.61	4.81	9.29	4.76	3.52	3.56	53.97
PA-08	2012	3.29	1.33	3.16	1.83	6.07	2.59	5.05	3.05	4.7	5.06	0.61	4.28	41.04
PA-08	2013	2.86	1.64	2.3	2.63	2.93	5.36	3.53	3.5	1.81	3.53	2.71	3.75	36.54
PA-08	2014	1.29	3.14	2.23	3.46	4.64	5.75	4.11	3.54	1.13	3.32	2.03	2.47	37.12
PA-08	2015	2.25	1.28	3.28	3.82	2.36	8.87	4.2	1.86	3.54	3.09	1.63	3.7	39.88
PA-08	2016	2.42	2.67	1.62	1.85	-999	-999	-999	-999	-999	-999	-999	-999	-999
PA-09	1895	4.34	1.07	2.54	2.96	2.02	3.34	3.72	3.37	1.67	0.95	2.77	3.03	31.8
PA-09	1896	1.63	3.08	3.95	2.53	3.16	4.96	9.35	3.04	4.67	2.58	3.06	1.62	43.63
PA-09	1897	1.96	4.45	3.89	3.55	3.71	3.23	5.56	2.69	1.97	0.42	5.58	3.72	40.73
PA-09	1898	5.02	1.96	5.63	2.58	4.15	3.63	3.56	6.55	1.66	4.96	2.87	2.74	45.3
PA-09	1899	3.43	3.41	4.7	2	4.74	4.02	4.34	3.07	4.06	1.47	3.02	3.12	41.38
PA-09	1900	2.45	3.7	3.61	1.55	2.42	4.66	5.19	2.88	1.15	2.72	5.01	1.97	37.3
PA-09	1901	2.38	1.01	3.94	7.42	6.09	4.91	3.32	5.05	3.21	0.54	2.76	4.95	45.59
PA-09	1902	2.62	2.19	4.1	4.04	2.44	5.42	5.65	2.32	2.6	3.7	1.61	5.04	41.72
PA-09	1903	3	4.52	4.31	3.36	2.26	5.68	4.94	4.63	1.62	2.99	2.54	1.83	41.69
PA-09	1904	3.21	2.69	4.88	4.02	3.5	4.17	4.74	3.33	1.82	1.88	0.54	2.66	37.41
PA-09	1905	3.06	1.81	3.74	3.09	3.7	6.11	5.81	4.45	2.85	4.32	2.66	3.76	45.36
PA-09	1906	2.84	1.19	4.07	2.44	2.59	5.22	4.26	6.38	2.84	3.13	1.41	4.01	40.39
PA-09	1907	6.2	1.87	6.18	2.66	3.22	4.9	5.25	3.31	4.53	2.5	2.78	3.29	46.67
PA-09	1908	2.62	3.94	6.41	4.04	5.89	2.72	4.51	2.75	0.97	0.83	0.84	2.93	38.44
PA-09	1909	3.25	4.7	3.3	5.44	2.67	4.85	2.65	3.24	1.68	2.68	0.93	2.64	38.05
PA-09	1910	6.73	3.53	0.47	3.12	3.2	3.82	2.67	2.11	4.69	1.7	1.99	2.86	36.88
PA-09	1911	4.62	2.33	2.51	4.52	1.47	4.66	2.21	6.56	7.23	5.11	2.63	3.98	47.81
PA-09	1912	2.16	2.06	5.4	4.27	2.54	4.92	7.7	4.91	5.39	2.35	1.26	2.75	45.7
PA-09	1913	6.37	2.07	4.39	2.67	4.54	2.38	4.98	2.13	2.95	5.18	3.58	2.71	43.97
PA-09	1914	2.86	3.32	2.61	5.16	3.07	4.38	2.46	4.26	1.25	2.63	1.53	4.82	38.35
PA-09	1915	4.89	2.95	1.44	1.52	4.77	4.35	4.69	4.2	2.54	3.26	2.47	4.28	41.36
PA-09	1916	3.85	3.64	4.62	3.08	3.25	5.87	2.79	4.44	2.85	2.39	2.36	2.73	41.88
PA-09	1917	4.48	1.7	3.85	2.47	3.21	5.13	4.28	4.5	2.22	5.68	0.56	1.22	39.32
PA-09	1918	3.4	2.91	2.19	3.76	5.37	3.13	2.62	5.13	3.06	3.64	1.99	3.68	40.89
PA-09	1919	2.33	1.89	2.58	2.35	5.42	3.82	4.8	7.02	1.87	5.98	4.22	3.2	45.48
PA-09	1920	2.83	2.43	2.14	4.43	1.97	6.35	3.95	4.12	3.51	1.61	3.04	2.34	38.73
PA-09	1921	3.67	2.57	3.49	2.66	3.45	4.73	3.82	4.23	5.93	2.42	6.31	3.08	46.38
PA-09	1922	2.16	2.12	4.76	3.86	2.95	3.71	3.57	2.62	1.73	2.45	1.46	3.01	34.39
PA-09	1923	4.26	2.61	2.68	3.35	3.72	4.52	4.79	3.53	2.89	1.5	3.29	6	43.12
PA-09	1924	4.47	2.88	3.91	3.3	6.53	5.62	3.57	3.65	5.77	0.23	1.48	2.39	43.81
PA-09	1925	3.21	2.23	2.38	2.29	3.79	3.54	4.95	2.13	2.18	5.46	3.43	1.48	37.07
PA-09	1926	3.03	4.33	2.05	1.71	1.81	3.31	2.93	5.86	7.87	4.42	3.08	3.32	43.72
PA-09	1927	4.41	4.31	3.45	3.98	4.12	3.95	4.87	3.37	2.27	5.26	4.99	4.07	49.06
PA-09	1928	1.69	3.47	4	5.47	1.94	7.41	5.78	3.63	1.66	1.96	2.53	1.66	41.21
PA-09	1929	3.23	2.74	2.74	6.27	5.53	3.44	3	3.12	2.78	5.31	3.72	2.73	44.6
PA-09	1930	2.04	3.13	3.02	2.12	2.91	4.42	1.52	1.55	2.05	0.91	0.97	2.3	26.94
PA-09	1931	1.22	2.37	2.5	4.08	5.36	4.44	3.94	4.54	4.56	1.91	2.05	3.62	40.61
PA-09	1932	4.68	1.38	4.09	1.49	2.91	2.67	4.21	2.7	1.25	3.27	3.49	2.4	34.57
PA-09	1933	2.59	2.09	6.4	4.42	6.84	2.5	3.56	4.28	3.69	1.02	1.77	3.74	42.89
PA-09	1934	2.61	1.11	2.68	2.86	1.53	3.86	4.22	6.58	4.6	1.19	3.01	1.74	36
PA-09	1935	3.64	3.23	3.2	2.47	4.57	3.84	3.69	6.34	2.79	2.18	2.65	3.18	41.76
PA-09	1936	3.55	2.45	7.19	2.76	1.73	2.9	3.82	5.15	2.84	4.49	2.92	3.71	43.51
PA-09	1937	8.09	1.92	1.97	6.19	3.82	3.69	5.6	4.13	1.93	5.32	1.61	3.19	47.46
PA-09	1938	2.28	3.12	3.96	3.53	4.73	4.94	3.28	2.55	3.55	1.34	2.76	1.48	37.52
PA-09	1939	3.18	5.05	3.72	3.82	1.57	6.74	3.89	1.38	2.33	3.39	0.88	2.22	38.16
PA-09	1940	1.18	3.38	4.29	5.79	5.11	5.43	3.72	4.61	2.87	1.6	3.71	3.01	44.71
PA-09	1941	2.79	0.72	1.82	1.81	3.3	6.29	5.29	5.58	2.18	3.85	2.29	1.97	37.89
PA-09	1942	1.7	2.66	4.41	3.03	4.74	4.07	2.75	4.19	3.81	4.47	3.71	5.13	44.67
PA-09	1943	2.94	1.74	2.86	3.85	6.35	2.97	5.63	2.76	0.85	3.4	1.95	1.24	36.53
PA-09	1944	1.98	2.32	5.47	3.95	4.47	4.77	3.49	3.19	2.99	4	2.34	4.88	43.88
PA-09	1945	2.61	3.23	6.23	4.29	4.53	3.73	3.69	3.43	7.89	2.55	4.6	2.02	48.81
PA-09	1946	1.35	2.44	2.99	1.56	5.27	6.41	3.47	3.55	2.15	3.74	1.54	2.47	36.94
PA-09	1947	3.76	1.45	1.74	2.64	5.27	4.57	5.71	4.47	2.04	1.3	3.34	1.43	37.72
PA-09	1948	2.79	2.39	3.32	6.94	4.11	6.13	4.45	3.67	1.97	3.21	3.52	3.86	46.36
PA-09	1949	4.5	2.85	2.52	3.23	3.08	2.82	5.63	3.09	2.61	1.89	2.07	3.39	37.69
PA-09	1950	6.02	3.53	3.93	2.65	3.47	4.4	4.86	3.58	4.36	2.1	6.51	2.47	47.89
PA-09	1951	4.26	3.42	4.47	5.18	3.06	7.54	4.02	0.97	2.95	1.3	3.86	3.96	44.98
PA-09	1952	5.38	2.32	4.04	4.17	5.98	3.54	3.3	3.58	1.96	1.36	2.64	2.58	40.86
PA-09	1953	3.94	1.89	3.91	3.73	6.13	2.86	4.35	2.09	3.27	1.03	1.19	2.11	36.5
PA-09	1954	2.51	1.57	4.28	4.12	2.69	4.65	2.66	6.69	3	8.12	1.47	3.52	45.28
PA-09	1955	1.38	3.55	5.19	3.65	2.39	3.98	3.81	5.76	2.45	3.65	2.83	0.44	39.06
PA-09	1956	2.21	6.13	5.15	4.49	5.74	5.28	5.86	6.32	3.77	1.64	1.24	3.99	51.83
PA-09	1957	2.36	2.41	2.5	5.22	2.59	4.26	2.69	1.07	3.32	2.68	1.98	4.3	35.38
PA-09	1958	3.24	1.69	1.95	3.33	4.6	3.94	7.4	4.94	4.12	1.53	2.76	1.15	40.66
PA-09	1959	3.73	2.84	2.43	4.21	3.33	2.83	4.44	3.99	0.76	5.5	3.56	2.97	40.57
PA-09	1960	3.09	3.46	2.08	1.61	5.89	3.4	4.23	2.87	3.4	1.63	1.84	1.78	35.28
PA-09	1961	2.25	3.74	4.29	5.84	3.01	4.68	4.99	2.98	2.01	2.84	3.55	2.49	42.68
PA-09	1962	2.75	3.69	3.58	4.04	2.6	2.52	3.33	2.66	5.87	2.6	1.8	2.56	38
PA-09	1963	1.73	2.32	5.78	2.29	1.96	3.33	3.46	2.58	1.51	0.49	4.15	1.94	31.55
PA-09	1964	2.85	2.41	4.98	6.39	1.61	5.44	4.46	3.27	1.94	1.32	3.04	4.15	41.85
PA-09	1965	4.25	2.57	3.94	2.56	2.4	1.8	2.18	3.34	4.16	3.23	2.51	0.81	33.75
PA-09	1966	4.04	3.37	2.16	3.91	3.78	1.5	2.65	3.83	2.73	1.85	4.11	2.16	36.08
PA-09	1967	0.94	2.57	6.41	4	5.51	1.27	4.95	3.71	2.92	2.8	2.67	2.65	40.38
PA-09	1968	2.62	0.74	3.31	2.1	7.06	2.26	1.96	3.76	2.89	2.24	3.54	3.3	35.78
PA-09	1969	2.38	0.85	1.25	3.62	2.61	3.38	6.4	3.33	1.82	2.27	2.68	4.73	35.33
PA-09	1970	1.77	2.09	3.49	3.81	3.75	5.15	4.49	4.03	3.09	4.08	3.24	3.91	42.91
PA-09	1971	3.01	4.06	2.57	1	4.23	3.63	5.06	4.11	4.97	1.43	2.79	3.21	40.07
PA-09	1972	2.77	3.64	3.89	5.28	2.74	9.6	3.22	2.56	4.38	2.69	4.57	4.44	49.77
PA-09	1973	2.12	2.28	3.21	5.38	4.4	4.19	2.78	3.24	4.3	3.78	3.26	3.37	42.3
PA-09	1974	4.19	1.76	3.75	3.04	5.39	5.39	4.5	4.02	5.11	1.31	2.64	4.15	45.25
PA-09	1975	4.1	4	4.24	2.99	4.17	4.7	2.26	6.67	5.99	3.32	2.08	3.36	47.87
PA-09	1976	3.8	2.28	2.99	2.38	2.33	4.57	3.93	3.2	3.81	5.9	0.77	2.1	38.07
PA-09	1977	1.59	1.27	4.79	3.95	2.56	3.43	6.15	3.95	3.51	2.95	2.85	2.96	39.97
PA-09	1978	5.55	0.64	2	2.64	5.23	5.01	4.65	4.34	2.86	3.61	1.96	4.92	43.4
PA-09	1979	4.85	3.28	2.05	3.71	5	2.22	5.38	5.58	4.87	3.9	3.11	2.01	45.95
PA-09	1980	1.25	1.32	4.53	3.64	4.3	5.01	6.64	5.67	2.53	2.76	2.72	1.43	41.81
PA-09	1981	0.91	4.21	1.97	5.47	2.91	6.48	5.41	2.09	4.59	3.36	1.49	2.58	41.47
PA-09	1982	3.55	2.42	3.62	1.62	3.85	4.41	3.37	3.14	3.01	0.73	3.89	2.49	36.08
PA-09	1983	1.34	1.5	3.41	5.03	5.97	4.23	3.15	2.66	2.83	3.79	4.06	4.1	42.07
PA-09	1984	1.4	2.54	2.98	4.58	5.31	3.55	4.44	5.78	1.68	3.19	3.36	3.64	42.46
PA-09	1985	1.83	1.69	4.56	2.05	5.81	2.89	5.61	3.18	0.99	2.69	10.79	2.2	44.28
PA-09	1986	2.38	4.47	2.35	2.72	2.68	3.8	6.09	2.81	3	4.08	5.11	3.39	42.88
PA-09	1987	2.64	0.76	2.53	5	4.25	4.21	2.99	5.62	5.04	1.7	2.55	2.83	40.11
PA-09	1988	1.76	3.35	2.77	2.62	4.23	1.46	3.65	3.83	3.45	2	3.75	2.04	34.92
PA-09	1989	2.62	3.84	5.72	2.05	6.57	6.76	3.78	2.05	4.39	3.1	2.4	1.75	45.03
PA-09	1990	3.37	3.24	1.58	3.13	5.69	3.65	6.27	3.47	5.24	4.26	1.95	7	48.85
PA-09	1991	3.31	2.21	3.52	3.38	2.39	1.88	3.52	2.17	2.45	1.19	3.21	4.15	33.39
PA-09	1992	2.24	2.03	4.08	2.4	2.7	1.63	7.88	3.75	3.36	1.35	3.77	3.68	38.88
PA-09	1993	2.56	2.37	4.79	4.48	2.02	4.15	3.8	2.56	5.53	2.82	4.6	2.59	42.27
PA-09	1994	4.73	3.26	6.02	3.76	3.4	3.43	3.14	7.05	2.78	1.09	4.1	2.72	45.48
PA-09	1995	2.67	2.07	1.72	2.68	4.44	4.41	2.96	2.39	1.88	4.11	3.51	2.3	35.15
PA-09	1996	4.72	3.06	3.99	3.96	5.13	5.42	5.46	2.81	6.71	3.48	3.48	3.52	51.74
PA-09	1997	2.1	1.87	4.57	1.59	5.76	3.56	2.16	5.08	3.42	1.28	6.24	2.16	39.79
PA-09	1998	3.7	3.07	2.83	5.36	3.12	5.61	2.98	3.16	2.36	2.18	1.09	1.94	37.41
PA-09	1999	5.67	2.17	3.1	4.8	3.54	1.87	3.69	2.91	3.25	2.06	3.93	2.44	39.42
PA-09	2000	1.67	3.34	2.83	4.18	4.89	4.24	3.97	4.33	3.65	2.32	1.75	2.14	39.31
PA-09	2001	2.06	1.48	3.31	3.75	3.23	3.83	3.4	3.19	2.72	2.14	2.47	2.87	34.45
PA-09	2002	2.19	1.47	4.28	3.7	5.27	4.71	2.42	3.07	3.46	3.53	2.9	3.17	40.15
PA-09	2003	2.62	3.34	1.89	2.36	5.94	5.19	6.16	5.75	5.22	3.14	4.67	3.38	49.66
PA-09	2004	4.8	2.44	3.24	5.45	5.08	5.21	5.22	4.99	8.4	2.6	2.93	2.81	53.16
PA-09	2005	7.08	2.37	3.35	2.77	2.9	2.56	3.47	3.35	1.63	4.19	4.04	1.78	39.5
PA-09	2006	4.01	1.36	1.79	3.54	3.93	5.46	4.72	2.85	4.67	5.26	2.72	1.78	42.08
PA-09	2007	3.91	1.94	4.88	4.24	1.75	4.04	3.81	7.67	1.93	2.3	4.18	5.19	45.86
PA-09	2008	2.25	4.57	4.52	2.93	4.91	5.6	4.21	1.96	2.96	1.97	2.07	5.86	43.81
PA-09	2009	3.83	1.48	1.95	3.31	4.78	4.33	4.17	3.34	2.35	3.53	1.17	4.13	38.37
PA-09	2010	3.01	3.17	2.63	2.16	4.82	4.9	4.59	2.5	2.72	3.17	3.52	3.22	40.42
PA-09	2011	2.12	3.74	4.49	6.59	5.12	3.21	4.44	3.88	6.9	4.68	4	3.22	52.39
PA-09	2012	3.41	1.55	4.03	1.83	4.06	2.31	5.76	2.7	5.14	5.13	0.85	5.56	42.34
PA-09	2013	2.85	2.13	2.27	2.75	2.84	6	6.32	5.48	2.34	2.47	3.3	3.89	42.65
PA-09	2014	2.06	2.84	2.22	3.32	5.16	5.46	4.41	4.38	1.51	2.96	2.17	2.93	39.43
PA-09	2015	2.54	1.63	4.33	4.7	2.85	9.21	3.86	1.94	4.82	3.32	2.03	3.84	45.06
PA-09	2016	2.18	3.19	2.34	2.59	-999	-999	-999	-999	-999	-999	-999	-999	-999
PA-10	1895	3.86	1.25	1.88	2.45	2.61	3.44	3.13	3.76	2.75	1.3	3.85	3.55	33.84
PA-10	1896	1.78	3.9	3.78	2.21	2.76	4.69	6.39	2.77	4.9	2.82	2.82	1.7	40.51
PA-10	1897	2.39	2.36	3.8	2.92	3.73	3.02	6.63	3.52	1.84	0.74	5.24	3.29	39.49
PA-10	1898	4.11	2.17	4.78	2.59	3.93	4.14	2.8	5.94	2.03	4.94	3.4	2.75	43.57
PA-10	1899	2.52	2.4	3.83	1.54	4.56	2.99	4.1	2.06	3.91	2.07	2.16	4.05	36.18
PA-10	1900	3.13	3.75	3.33	1.49	2.42	3.25	4.99	3.04	1.81	3.22	5.28	1.69	37.42
PA-10	1901	2.2	1.5	3.35	5.76	4.73	4.12	3.5	5.91	3.75	1.1	3.48	4.61	44.02
PA-10	1902	2.26	1.87	2.52	3.11	3.22	6.25	8.65	1.9	3.46	3.02	1.67	4.21	42.14
PA-10	1903	2.96	3.67	4.52	3.41	2.19	5.53	5.49	5.4	1.85	3.63	2.94	2.14	43.74
PA-10	1904	4.11	3.04	4.9	3.89	4.8	3.12	5.47	3.66	3.09	2.57	0.84	2.55	42.04
PA-10	1905	3.29	1.62	3.31	2.85	3.23	5.54	6.75	4.12	3.01	4.43	2.94	3.33	44.41
PA-10	1906	2.15	0.94	3.66	2.29	3.19	3.53	3.63	5.09	3.75	5.01	2	3.37	38.61
PA-10	1907	4.74	1.23	3.75	3.1	3.42	4.95	3.58	1.67	4.92	3.74	2.38	3.33	40.81
PA-10	1908	2.66	3.73	4.4	3.93	5.86	3.13	4.42	2.41	1.11	1.16	1.35	2.97	37.13
PA-10	1909	3.34	4.69	3.02	5.78	3.18	4.74	2.31	2.25	2.21	2.26	1.75	2.41	37.94
PA-10	1910	5.85	4.28	0.61	4.42	3.49	2.13	3.37	2.33	4.68	3.15	3.28	2.91	40.49
PA-10	1911	3.82	3.02	2.73	3.42	2.1	4.06	2.35	6.98	5.78	4.83	2.87	3.33	45.29
PA-10	1912	2.54	2.14	3.43	4.93	2.97	2.43	5.12	5.94	4.69	3.39	2.01	2.66	42.25
PA-10	1913	6.14	2.03	6.74	3.33	3.25	3.22	4.18	2.4	2	5.28	3.43	2.19	44.21
PA-10	1914	3.23	2.2	3.04	4.88	4.99	3.06	2.36	4.77	1.48	3.01	2.16	3.97	39.15
PA-10	1915	4.54	2.77	1.37	1.15	3.52	4.14	6.33	5.65	2.78	2.99	2.57	3.88	41.7
PA-10	1916	2.82	2.82	3.97	4.58	4.23	6.03	2.35	2.14	3.82	3	2.9	2.71	41.37
PA-10	1917	2.8	1.51	3.27	2.12	4.97	6.71	4.88	4.3	2.22	7.64	0.79	1.71	42.92
PA-10	1918	2.45	2.57	3.9	3.12	4.94	4.17	3.01	3.93	4.83	4.11	2.21	2.8	42.03
PA-10	1919	1.67	1.69	2.86	3.78	6.97	3.84	3.42	5.57	2.08	4.98	3.26	2.37	42.5
PA-10	1920	2.52	1.39	2.13	3.88	1.74	4.94	3.97	3.26	2.91	2.43	3.29	2.82	35.28
PA-10	1921	2.25	2.24	4.26	3.29	2.91	3.03	4.37	3.53	5.58	2.83	5.99	2.06	42.34
PA-10	1922	1.94	1.71	4.31	3.35	2.87	4.82	3.34	4.09	1.9	2.6	2.14	3.02	36.08
PA-10	1923	4.16	1.84	2.11	2.17	3.95	2.51	3.12	2.25	3.07	1.66	3.11	5.28	35.23
PA-10	1924	4.41	2.38	2.01	3.72	5.24	4.96	3.28	3.18	7.42	0.28	1.26	2.9	41.04
PA-10	1925	2.74	2.51	2.91	2.32	2.95	3.37	3.76	2.77	4.35	4.39	3.87	1.73	37.66
PA-10	1926	2.18	3.09	1.92	2.81	1.43	4.74	2.69	5.8	7.08	5.54	3.81	2.52	43.62
PA-10	1927	2.84	3.01	3.43	3.28	5.04	2.75	5.01	2.5	1.77	3.68	7.77	5.25	46.35
PA-10	1928	2.17	2.84	2.99	3.91	1.88	7.42	5.33	3.51	1.74	3.7	3.77	1.24	40.51
PA-10	1929	4.34	2.4	3.52	6.73	5.83	2.8	4.96	1.21	3.32	4.7	3.95	3.27	47.03
PA-10	1930	3.92	2.62	3.54	3.18	2.59	4.04	1.98	1.04	2.38	1.71	1.87	2.08	30.95
PA-10	1931	1.5	1.82	2.35	3.91	5.26	3.69	4.43	3.06	3.58	1.99	2.89	3.84	38.32
PA-10	1932	5.7	1.68	3.02	2.52	3.64	2.84	3.88	2.42	2.03	3.83	3.97	2.43	37.96
PA-10	1933	1.53	2.05	4.37	3.44	5.3	2.73	2.7	3.83	3.75	1.91	2.99	3.28	37.89
PA-10	1934	2.54	1.11	3.06	2.46	0.96	2.78	2.66	4.89	4.26	2.12	3.28	2.09	32.2
PA-10	1935	2.83	2.89	2.45	1.87	3.13	4.15	6.12	3.7	3.2	2.09	2.4	3.11	37.93
PA-10	1936	2.31	2.12	6.74	3.08	2.27	2.73	2.55	4.65	2.14	4.07	3.58	2.84	39.07
PA-10	1937	7.46	1.99	1.83	5.8	3.78	5.97	3.96	5.05	2.13	4.72	2.39	3.21	48.29
PA-10	1938	2.19	4.01	3.62	3.33	3.37	4.57	3.94	2.52	5	1.58	3.17	1.77	39.07
PA-10	1939	2.94	3.86	3.73	2.84	1.84	3.75	4.14	1.81	4.1	3.88	1.17	2.75	36.8
PA-10	1940	1.61	3.42	3.42	4.75	4.39	4.73	2.9	3.65	3.27	1.71	3.66	3.65	41.17
PA-10	1941	2.44	0.94	1.85	1.88	2.16	4.45	4.7	4.03	1.74	4.39	1.97	2.32	32.86
PA-10	1942	1.52	3.01	4.93	2.7	5.37	3.02	6.55	3.35	4.77	3.92	4.16	4.84	48.15
PA-10	1943	2.22	2.27	2.77	4.49	6.07	4.23	4.39	3.24	1.41	4.03	2.25	1.14	38.52
PA-10	1944	1.63	2.39	3.51	3.8	5.06	4.57	2.46	2.69	3.95	2.66	2.4	3.78	38.89
PA-10	1945	2.07	2.91	4.87	3.97	4.44	4.6	4.29	2.71	6.74	4.84	4.45	2.06	47.96
PA-10	1946	1.29	2.66	2.51	1.37	7.14	5.93	3.31	2.87	2.48	4.19	2.18	2.6	38.53
PA-10	1947	4.58	1.33	2.56	5.23	6.38	4.45	5.16	3.76	3.02	0.91	3.42	1.85	42.65
PA-10	1948	2.44	2.38	4.54	5.85	4.11	5.41	4.38	3.28	1.45	3.34	3.82	3.06	44.07
PA-10	1949	3.81	2.09	2.67	3.69	3.7	2.11	4.63	3.78	3.29	1.32	2.31	2.97	36.36
PA-10	1950	5.93	4.35	4.29	3.78	3.17	3.67	5.29	2.91	3.75	3.39	7.78	2.41	50.71
PA-10	1951	3.5	3.44	4.91	3.99	2.58	5.43	4	1.18	3.53	1.57	4.69	4.68	43.51
PA-10	1952	5.56	3.24	3.1	3.34	5.6	1.74	3.01	4.3	3.47	1.73	3.14	2.62	40.85
PA-10	1953	3.27	1.77	3.86	3.23	7.76	2.87	3.35	2.28	3.99	0.95	2.26	2.71	38.3
PA-10	1954	2.67	1.9	4.71	5.46	2.59	4.01	2.59	2.96	2.71	7.6	2.12	3.82	43.14
PA-10	1955	1.93	2.57	5.01	3.24	2.65	2.49	3.54	5.38	2.16	6.54	3.74	1.19	40.44
PA-10	1956	1.43	4.71	5.11	4.07	5.42	4.56	6.09	7.21	4.02	1.58	2.32	3.48	50.02
PA-10	1957	2.55	1.74	2.2	6.12	3.01	5.56	2.6	1.92	3.17	1.82	2.6	4.26	37.56
PA-10	1958	2.92	1.47	1.74	3.77	3.39	5.33	7.59	4.58	4.96	2.04	3.65	1.34	42.79
PA-10	1959	4.7	3.2	2.87	4.35	2.67	4.17	4.43	2.71	1.56	7.36	4.57	3.42	46
PA-10	1960	3.09	3.51	1.62	1.99	6.13	4.26	3.74	2.82	1.81	1.69	2.2	1.6	34.46
PA-10	1961	1.41	4.02	3.14	6.24	3.21	4.46	4.03	3.19	2.53	2.9	3.58	1.94	40.66
PA-10	1962	3.14	2.59	2.21	3.06	2.38	3.58	2.9	2.54	4.62	3.23	1.97	2.69	34.91
PA-10	1963	1.58	1.49	3.31	2.96	2.9	2.17	4.01	2.86	2.48	0.37	5.08	2.27	31.48
PA-10	1964	2.63	1.82	5.12	5.21	2.3	3.54	4.17	5.39	1.23	1.5	2.41	3.9	39.23
PA-10	1965	4.56	2.74	3.49	2.55	3.02	3.6	3.14	3.1	3.64	3.98	4.05	1.68	39.53
PA-10	1966	3.48	2.26	3.18	3.59	2.86	2.3	2.05	3.79	3.3	1.77	5.39	2.88	36.84
PA-10	1967	1.11	2.35	3.34	3.47	4.34	3.05	5.44	4.65	4.62	3.57	3.89	2.44	42.26
PA-10	1968	2.68	0.96	2.68	2.15	5.44	3.66	2.63	3.38	3.27	3.6	4.33	4.03	38.8
PA-10	1969	2.7	0.81	1.4	4.89	3.83	4.19	5.26	2.41	2.17	3.01	3.54	4.14	38.34
PA-10	1970	1.51	2.61	1.99	3.4	4.18	3.7	5.8	3.57	4.8	5.1	4.94	3.34	44.94
PA-10	1971	2.27	3.59	2.43	1.55	2.41	3.12	2.96	3.19	4.19	1.96	3.06	4.74	35.48
PA-10	1972	2.39	3.43	3.25	3.57	3.93	10.09	3.98	2.38	4.61	2.63	4.83	3.79	48.88
PA-10	1973	2.07	2.18	3.84	3.62	4.43	4.38	3.59	4.02	3.24	3.82	2.96	3.48	41.63
PA-10	1974	2.99	1.88	5.31	3.39	4.43	4.73	3.58	4.66	4.67	1.66	4.06	3.13	44.5
PA-10	1975	3.05	3.43	3.62	1.87	3.82	5.86	3.05	5.76	5.43	2.95	2.47	4.05	45.36
PA-10	1976	3.62	3.45	3.87	2.71	2.87	4.53	4.37	2.85	4.32	4.39	1.4	2	40.39
PA-10	1977	1.6	1.52	4.25	3.77	1.7	4.94	7.19	5.91	7.11	2.8	4.33	5	50.12
PA-10	1978	4.93	0.78	1.74	2.61	4.58	3.86	3.47	3.66	3.4	4.89	1.73	4.3	39.94
PA-10	1979	4.64	2.36	2.65	3.94	3.71	2.45	4.18	4.82	5.02	3.7	3.54	2.77	43.79
PA-10	1980	1.44	1.32	4.65	3.71	2.54	5.15	5.49	5.14	3.21	4.2	2.46	2.02	41.33
PA-10	1981	1.05	4.54	1.86	5.32	3.01	5.82	4.87	2.87	4.2	5.55	2.43	2.89	44.4
PA-10	1982	3.66	2.15	2.63	1.69	4.69	6.22	3.33	2.52	3.28	1.43	5.47	2.89	39.97
PA-10	1983	1.28	1.22	3.69	3.91	5.3	4.74	3.35	4.12	3.15	3.42	4.72	4.17	43.07
PA-10	1984	1.76	2.96	2.7	3.46	7.09	5.98	4.22	5.43	2.82	2.79	3.68	3.99	46.87
